generated_smiles,pyg_data
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](Sc5nc(N)nc6[nH]c7ccccc7c56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[39, 3], edge_index=[2, 90])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](Sc5nc6ccccc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[34, 3], edge_index=[2, 78])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](Sc5nnc6c(n5)[nH]c5ccccc56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[38, 3], edge_index=[2, 88])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@@H]5CCCCO5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[30, 3], edge_index=[2, 68])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@H]5CCCCO5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[30, 3], edge_index=[2, 68])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@H]5CC[C@@](C)(c6cc(=O)c7cc(Br)ccc7o6)O5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[42, 3], edge_index=[2, 96])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@H]5CC[C@@](C)(c6cc(=O)c7ccccc7o6)O5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[41, 3], edge_index=[2, 94])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@H]5CC[C@@](C)(c6ccc7ccccc7n6)O5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[40, 3], edge_index=[2, 92])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@H]5CC[C@@](C)(c6cccs6)O5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[35, 3], edge_index=[2, 80])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@]5(C)CC[C@H]([C@H]6CC[C@]7(C)[C@@H]6[C@H](O)C[C@@H]6[C@@]8(C)CC[C@H](N)C(C)(C)[C@@H]8CC[C@]67C)O5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[54, 3], edge_index=[2, 124])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@]5(C)CC[C@H](c6cc(=O)c7cc(Br)ccc7o6)O5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[42, 3], edge_index=[2, 96])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@]5(C)CC[C@H](c6cc(=O)c7ccccc7o6)O5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[41, 3], edge_index=[2, 94])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@]5(C)CC[C@H](c6ccc7ccccc7n6)O5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[40, 3], edge_index=[2, 92])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@]5(C)CC[C@H](c6cccs6)O5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[35, 3], edge_index=[2, 80])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5c6ccccc6cc6ccccc56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[38, 3], edge_index=[2, 88])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(-c6cc([C@@H]7CCCCO7)ccc6F)ccc5F)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(-c6cc([C@H]7CCCCO7)ccc6F)ccc5F)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(-c6ccc(F)c([C@@H]7CCCCO7)c6)ccc5F)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(-c6ccc(F)c([C@H]7CCCCO7)c6)ccc5F)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)c6c(-c7cc(=O)c8c([C@@H]9CCCCO9)cccc8o7)cccc6o5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[52, 3], edge_index=[2, 120])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)c6c(-c7cc(=O)c8c([C@H]9CCCCO9)cccc8o7)cccc6o5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[52, 3], edge_index=[2, 120])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)c6c(-c7cccc8oc([C@@H]9CCCCO9)cc(=O)c78)cccc6o5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[52, 3], edge_index=[2, 120])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)c6c(-c7cccc8oc([C@H]9CCCCO9)cc(=O)c78)cccc6o5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[52, 3], edge_index=[2, 120])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)c6c([C@@H]7CCCCO7)cccc6o5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[41, 3], edge_index=[2, 94])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)c6c([C@H]7CCCCO7)cccc6o5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[41, 3], edge_index=[2, 94])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)c6cc(Br)ccc6o5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[36, 3], edge_index=[2, 82])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)c6ccccc6o5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[35, 3], edge_index=[2, 80])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)n6nc(-c7cc(=O)n8nc([C@@H]9CCCCO9)nc8[nH]7)nc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[50, 3], edge_index=[2, 116])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)n6nc(-c7cc(=O)n8nc([C@H]9CCCCO9)nc8[nH]7)nc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[50, 3], edge_index=[2, 116])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)n6nc(-c7nc8[nH]c([C@@H]9CCCCO9)cc(=O)n8n7)nc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[50, 3], edge_index=[2, 116])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)n6nc(-c7nc8[nH]c([C@H]9CCCCO9)cc(=O)n8n7)nc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[50, 3], edge_index=[2, 116])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)n6nc([C@@H]7CCCCO7)nc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[40, 3], edge_index=[2, 92])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc(=O)n6nc([C@H]7CCCCO7)nc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[40, 3], edge_index=[2, 92])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc([C@@H]6CCCCO6)ccc5F)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[37, 3], edge_index=[2, 84])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc([C@H]6CCCCO6)ccc5F)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[37, 3], edge_index=[2, 84])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc6cc(-c7cc8cc([C@@H]9CCCCO9)ccc8[nH]7)ccc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[48, 3], edge_index=[2, 112])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc6cc(-c7cc8cc([C@H]9CCCCO9)ccc8[nH]7)ccc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[48, 3], edge_index=[2, 112])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc6cc(-c7ccc8[nH]c([C@@H]9CCCCO9)cc8c7)ccc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[48, 3], edge_index=[2, 112])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc6cc(-c7ccc8[nH]c([C@H]9CCCCO9)cc8c7)ccc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[48, 3], edge_index=[2, 112])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc6cc([C@@H]7CCCCO7)ccc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[39, 3], edge_index=[2, 90])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cc6cc([C@H]7CCCCO7)ccc6[nH]5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[39, 3], edge_index=[2, 90])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@@H]7CCCCO7)c(O)c6)c(O)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@@H]7CCCCO7)c(O)c6)cc5O)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@@H]7CCCCO7)cc6)cc5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[42, 3], edge_index=[2, 96])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@@H]7CCCCO7)cc6O)c(O)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@@H]7CCCCO7)cc6O)cc5O)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@H]7CCCCO7)c(O)c6)c(O)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@H]7CCCCO7)c(O)c6)cc5O)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@H]7CCCCO7)cc6)cc5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[42, 3], edge_index=[2, 96])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@H]7CCCCO7)cc6O)c(O)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(-c6ccc([C@H]7CCCCO7)cc6O)cc5O)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(Cl)cc5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[31, 3], edge_index=[2, 70])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(Cl)cc5Cl)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[32, 3], edge_index=[2, 72])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(F)c(-c6cc([C@@H]7CCCCO7)ccc6F)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(F)c(-c6cc([C@H]7CCCCO7)ccc6F)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(F)c(-c6ccc(F)c([C@@H]7CCCCO7)c6)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(F)c(-c6ccc(F)c([C@H]7CCCCO7)c6)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[44, 3], edge_index=[2, 100])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(F)c([C@@H]6CCCCO6)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[37, 3], edge_index=[2, 84])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(F)c([C@H]6CCCCO6)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[37, 3], edge_index=[2, 84])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc(F)cc5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[31, 3], edge_index=[2, 70])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc([C@@H]6CCCCO6)c(O)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[37, 3], edge_index=[2, 84])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc([C@@H]6CCCCO6)cc5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[36, 3], edge_index=[2, 82])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc([C@@H]6CCCCO6)cc5O)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[37, 3], edge_index=[2, 84])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc([C@H]6CCCCO6)c(O)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[37, 3], edge_index=[2, 84])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc([C@H]6CCCCO6)cc5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[36, 3], edge_index=[2, 82])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc([C@H]6CCCCO6)cc5O)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[37, 3], edge_index=[2, 84])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc([C@H]6CC[C@]7(C)[C@@H]6[C@H](O)C[C@@H]6[C@@]8(C)CC[C@H](N)C(C)(C)[C@@H]8CC[C@]67C)cc5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[54, 3], edge_index=[2, 124])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6[nH]c(-c7cc8cc([C@@H]9CCCCO9)ccc8[nH]7)cc6c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[48, 3], edge_index=[2, 112])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6[nH]c(-c7cc8cc([C@H]9CCCCO9)ccc8[nH]7)cc6c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[48, 3], edge_index=[2, 112])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6[nH]c(-c7ccc8[nH]c([C@@H]9CCCCO9)cc8c7)cc6c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[48, 3], edge_index=[2, 112])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6[nH]c(-c7ccc8[nH]c([C@H]9CCCCO9)cc8c7)cc6c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[48, 3], edge_index=[2, 112])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6[nH]c([C@@H]7CCCCO7)cc6c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[39, 3], edge_index=[2, 90])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6[nH]c([C@H]7CCCCO7)cc6c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[39, 3], edge_index=[2, 90])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6c(c5)Cc5ccccc5-6)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[37, 3], edge_index=[2, 86])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6ccccc6c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[34, 3], edge_index=[2, 78])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6ccccc6n5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[34, 3], edge_index=[2, 78])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccc6ncsc6c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[33, 3], edge_index=[2, 76])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc(-c6cccc([C@@H]7CCCCO7)c6)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[42, 3], edge_index=[2, 96])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc(-c6cccc([C@H]7CCCCO7)c6)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[42, 3], edge_index=[2, 96])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc(F)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[31, 3], edge_index=[2, 70])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc([C@@H]6CCCCO6)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[36, 3], edge_index=[2, 82])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc([C@H]6CCCCO6)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[36, 3], edge_index=[2, 82])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc([C@H]6CC[C@]7(C)[C@@H]6[C@H](O)C[C@@H]6[C@@]8(C)CC[C@H](N)C(C)(C)[C@@H]8CC[C@]67C)c5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[54, 3], edge_index=[2, 124])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc6c(=O)c7cccc([C@@H]8CCCCO8)c7[nH]c56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[45, 3], edge_index=[2, 104])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc6c(=O)c7cccc([C@H]8CCCCO8)c7[nH]c56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[45, 3], edge_index=[2, 104])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc6ncccc56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[34, 3], edge_index=[2, 78])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc6oc(-c7cc(=O)c8c([C@@H]9CCCCO9)cccc8o7)cc(=O)c56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[52, 3], edge_index=[2, 120])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc6oc(-c7cc(=O)c8c([C@H]9CCCCO9)cccc8o7)cc(=O)c56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[52, 3], edge_index=[2, 120])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc6oc(-c7cccc8oc([C@@H]9CCCCO9)cc(=O)c78)cc(=O)c56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[52, 3], edge_index=[2, 120])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc6oc(-c7cccc8oc([C@H]9CCCCO9)cc(=O)c78)cc(=O)c56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[52, 3], edge_index=[2, 120])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc6oc([C@@H]7CCCCO7)cc(=O)c56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[41, 3], edge_index=[2, 94])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5cccc6oc([C@H]7CCCCO7)cc(=O)c56)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[41, 3], edge_index=[2, 94])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[30, 3], edge_index=[2, 68])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccccc5-c5ccccc5[C@@H]5CCCCO5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[42, 3], edge_index=[2, 96])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccccc5-c5ccccc5[C@H]5CCCCO5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[42, 3], edge_index=[2, 96])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccccc5Cl)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[31, 3], edge_index=[2, 70])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccccc5[C@@H]5CCCCO5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[36, 3], edge_index=[2, 82])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccccc5[C@H]5CCCCO5)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[36, 3], edge_index=[2, 82])"
CC1(C)[C@@H](N)CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H](c5ccccc5[C@H]5CC[C@]6(C)[C@@H]5[C@H](O)C[C@@H]5[C@@]7(C)CC[C@H](N)C(C)(C)[C@@H]7CC[C@]56C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"Data(x=[54, 3], edge_index=[2, 124])"
